name,year,lowermiddlequarter,suburb,incomeperstudent,fulltimenonteachers,state,schooltype,uppermiddlequarter,netrecurrentincome,topquarter,schoolsector,capitalexpenditure,icseavalue,fulltimeteachers,location,totalenrollments,bottomquarter,schoolheading,studentteacherratio,type,ratio,tophalf,midics,readingyear3,writingyear3,spellingyear3,grammaryear3,numeracyyear3,readingyear5,writingyear5,spellingyear5,grammaryear5,numeracyyear5,readingyear7,writingyear7,spellingyear7,grammaryear7,numeracyyear7,readingyear9,writingyear9,spellingyear9,grammaryear9,numeracyyear9,_merge,missy3,missy5,missy7,missy9,rawy3agg,rawy5agg,rawy7agg,rawy9agg,y3aggregate,y5aggregate,y7aggregate,y9aggregate,reporticsea,incomequartile,y3quartile,y3agg10,ics10,fitted
Kotara High School,2014,28,Adamstown,12285,13.2,NSW,Secondary,28,12449721,26,Government,253974,1040,71.1,Metropolitan,1020,18,"Kotara High School, Adamstown, NSW",,Secondary,14.34599113,1,above,,,,,,,,,,,551,516,552,552,551,590,557,592,578,593,3,5,5,0,0,,,2722,2910,,,2722,2910,report ICSEA,2,,,10400,"2,084.243896"
Kotara School,2014,,Kotara,60469,6.2,NSW,Special,,1451246,,Government,26551,,6.8,Metropolitan,20,,"Kotara School, Kotara, NSW",,Special,2.941176414,1,above,,,,,,,,,,,,,,,,,,,,,3,5,5,5,5,,,,,,,,,no ICSEA,4 (highest income),,,,
Kotara South Public School,2014,24,Kotara,12627,4,NSW,Primary,30,3409387,32,Government,122927,1053,19.7,Metropolitan,275,14,"Kotara South Public School, Kotara, NSW",,Primary,13.95939064,1,above,429,410,426,426,415,496,478,507,500,489,,,,,,,,,,,3,0,0,5,5,2106,2470,,,2106,2470,,,report ICSEA,3,4,21060,10530,"2,109.56543"
Koumala State School,2014,36,Koumala,11298,3.6,QLD,Primary,21,1107184,6,Government,16256,976,5.5,Provincial,107,37,"Koumala State School, Koumala, QLD",,Primary,19.45454597,0,below,418,385,384,435,429,509,460,466,522,460,532,519,494,587,589,,,,,,3,0,0,0,5,2051,2417,2721,,2051,2417,2721,,report ICSEA,2,4,20510,9760,"1,959.584106"
Kowanyama State School,2014,9,Kowanyama,19954,1.4,QLD,Combined,4,3432102,0,Government,40440,667,19.9,Very Remote,185,86,"Kowanyama State School, Kowanyama, QLD",,Combined,9.296482086,0,below,272,261,353,333,318,355,332,372,360,337,410,294,445,394,439,450,340,428,421,454,3,0,0,0,0,1537,1756,1982,2093,1537,1756,1982,2093,report ICSEA,4 (highest income),4,15370,6670,"1,357.711304"
Krambach Public School,2014,34,Krambach,12289,0.9,NSW,Primary,14,552992,3,Government,10491,950,2.4,Provincial,26,48,"Krambach Public School, Krambach, NSW",,Primary,10.83333302,0,below,,,,,,459,394,484,468,449,,,,,,,,,,,3,5,0,5,5,,2254,,,,2254,,,report ICSEA,2,,,9500,"1,908.94104"
Kruger State School,2014,31,Bellbird Park,9283,23.5,QLD,Primary,14,9017102,3,Government,140811,930,57,Metropolitan,969,53,"Kruger State School, Bellbird Park, QLD",,Primary,17,0,below,368,355,385,382,342,449,434,474,459,445,490,480,518,493,506,,,,,,3,0,0,0,5,1832,2261,2487,,1832,2261,2487,,report ICSEA,1 (lowest income),4,18320,9300,"1,869.984863"
Ku-ring-gai High School,2014,23,North Turramurra,14529,8.1,NSW,Secondary,30,7521857,35,Government,134558,1068,41.3,Metropolitan,490,12,"Ku-ring-gai High School, North Turramurra, NSW",,Secondary,11.86440659,1,above,,,,,,,,,,,563,512,555,570,565,608,573,590,593,604,3,5,5,0,0,,,2765,2968,,,2765,2968,report ICSEA,3,,,10680,"2,138.782471"
Kukerin Primary School,2014,14,Kukerin,24727,2.6,WA,Primary,39,1000941,43,Government,129020,1096,4,Remote,47,4,"Kukerin Primary School, Kukerin, WA",,Primary,11.75,1,above,445,417,403,447,436,554,449,456,544,529,,,,,,,,,,,3,0,0,5,5,2148,2532,,,2148,2532,,,report ICSEA,4 (highest income),4,21480,10960,"2,193.321045"
Kulin District High School,2014,25,Kulin,23150,4.8,WA,Combined,33,2522404,23,Government,136872,1009,8.1,Remote,110,19,"Kulin District High School, Kulin, WA",,Combined,13.58024693,1,above,383,349,388,410,379,458,464,473,487,484,562,538,563,545,551,572,559,542,557,544,3,0,0,0,0,1909,2366,2759,2774,1909,2366,2759,2774,report ICSEA,4 (highest income),4,19090,10090,"2,023.861816"
Kulkarriya Community School,2014,16,Fitzroy Crossing,28922,20.7,WA,Combined,5,2400548,0,Non-government,24216,678,7,Very Remote,81,79,"Kulkarriya Community School, Fitzroy Crossing, WA",,Combined,11.5714283,0,below,280,257,264,276,286,360,335,390,326,361,401,332,371,329,411,,,,,,3,0,0,0,5,1363,1772,1844,,1363,1772,1844,,report ICSEA,4 (highest income),4,13630,6780,"1,379.137207"
Kulnura Public School,2014,35,Kulnura,11156,1.4,NSW,Primary,27,780936,10,Government,15565,981,4.7,Metropolitan,80,28,"Kulnura Public School, Kulnura, NSW",,Primary,17.02127647,0,below,431,370,422,475,443,465,399,435,432,437,,,,,,,,,,,3,0,0,5,5,2141,2168,,,2141,2168,,,report ICSEA,2,4,21410,9810,"1,969.32312"
Kulpi State School,2014,9,Peranga,44540,1.2,QLD,Primary,15,356316,11,Government,2380,936,1.3,Provincial,13,65,"Kulpi State School, Peranga, QLD",,Primary,10,0,below,,,,,,,,,,,,,,,,,,,,,3,5,5,5,5,,,,,,,,,report ICSEA,4 (highest income),,,9360,"1,881.671753"
Kuluin State School,2014,34,Kuluin,9756,17.7,QLD,Primary,29,7514372,15,Government,88235,1007,48.3,Metropolitan,795,22,"Kuluin State School, Kuluin, QLD",,Primary,16.45962715,0,above,394,355,384,409,379,499,444,496,507,480,533,499,523,525,525,,,,,,3,0,0,0,5,1921,2426,2605,,1921,2426,2605,,report ICSEA,1 (lowest income),4,19210,10070,"2,019.966187"
Kumbia State School,2014,33,Kumbia,11459,3.8,QLD,Primary,18,1008404,15,Government,8816,991,5.8,Provincial,92,35,"Kumbia State School, Kumbia, QLD",,Primary,15.86206913,0,below,415,400,415,433,390,505,473,502,521,492,563,502,552,555,567,,,,,,3,0,0,0,5,2053,2493,2739,,2053,2493,2739,,report ICSEA,2,4,20530,9910,"1,988.80127"
Kununurra District High School,2014,26,Kununurra,21393,49.3,WA,Combined,23,17532086,15,Government,30349899,897,61.4,Very Remote,899,36,"Kununurra District High School, Kununurra, WA",,Combined,14.64169407,0,below,363,352,334,353,337,435,417,452,443,421,509,479,499,508,488,542,495,514,525,548,3,0,0,0,0,1739,2168,2483,2624,1739,2168,2483,2624,report ICSEA,4 (highest income),4,17390,8970,"1,805.707275"
Kunyung Primary School,2014,20,Mount Eliza,8295,5.5,VIC,Primary,38,4006279,39,Government,16788,1090,30.6,Metropolitan,509,4,"Kunyung Primary School, Mount Eliza, VIC",,Primary,16.63398743,1,above,440,418,406,431,416,529,491,494,513,501,,,,,,,,,,,3,0,0,5,5,2111,2528,,,2111,2528,,,report ICSEA,1 (lowest income),4,21110,10900,"2,181.634277"
Kuraby Special School,2014,,Kuraby,42988,16.9,QLD,Special,,3439001,,Government,140411,,18.9,Metropolitan,80,,"Kuraby Special School, Kuraby, QLD",,Special,4.232804298,1,above,,,,,,,,,,,,,,,,,,,,,3,5,5,5,5,,,,,,,,,no ICSEA,4 (highest income),,,,
Kuraby State School,2014,25,Kuraby,9984,12.2,QLD,Primary,19,4572723,11,Government,50883,967,28.8,Metropolitan,479,45,"Kuraby State School, Kuraby, QLD",,Primary,16.63194466,0,below,384,381,395,404,383,484,466,494,481,477,508,461,527,494,504,,,,,,3,0,0,0,5,1947,2402,2494,,1947,2402,2494,,report ICSEA,1 (lowest income),4,19470,9670,"1,942.053833"
Kuranda District State College,2014,28,Kuranda,15546,19.2,QLD,Combined,20,6249514,9,Government,101481,887,31.8,Provincial,413,43,"Kuranda District State College, Kuranda, QLD",,Combined,12.98742104,0,below,416,339,373,379,352,435,404,420,419,407,495,486,489,494,492,530,408,533,526,542,3,0,0,0,0,1859,2085,2456,2539,1859,2085,2456,2539,report ICSEA,3,4,18590,8870,"1,786.229126"
Kurmond Public School,2014,33,Kurmond,10181,2,NSW,Primary,32,2076989,17,Government,22340,1024,11,Metropolitan,192,19,"Kurmond Public School, Kurmond, NSW",,Primary,17.45454597,0,above,456,425,442,443,427,498,442,474,479,478,,,,,,,,,,,3,0,0,5,5,2193,2371,,,2193,2371,,,report ICSEA,1 (lowest income),4,21930,10240,"2,053.078857"
Kurnai College,2014,29,Churchill,13790,39,VIC,Secondary,15,15499627,6,Government,146154,955,90.7,Remote,1174,50,"Kurnai College, Churchill, VIC",,Secondary,12.94377041,0,below,,,,,,,,,,,513,461,517,491,505,555,524,558,549,567,3,5,5,0,0,,,2487,2753,,,2487,2753,report ICSEA,3,,,9550,"1,918.680176"
Kurnell Public School,2014,41,Kurnell,10349,2.3,NSW,Primary,32,2111131,11,Government,59019,1015,12.2,Metropolitan,210,16,"Kurnell Public School, Kurnell, NSW",,Primary,17.21311569,0,above,410,389,403,411,419,517,475,496,496,489,,,,,,,,,,,3,0,0,5,5,2032,2473,,,2032,2473,,,report ICSEA,1 (lowest income),4,20320,10150,"2,035.548584"
Kurrajong East Public School,2014,27,East Kurrajong,9426,1.4,NSW,Primary,27,848329,12,Government,324455,993,3.7,Metropolitan,70,34,"Kurrajong East Public School, East Kurrajong, NSW",,Primary,18.91891861,0,below,443,407,392,440,417,510,476,487,499,473,,,,,,,,,,,3,0,0,5,5,2099,2445,,,2099,2445,,,report ICSEA,1 (lowest income),4,20990,9930,"1,992.696899"
Kurrajong North Public School,2014,25,Kurrajong Hills,16954,1.4,NSW,Primary,36,1271561,29,Government,9570,1056,4.9,Metropolitan,92,10,"Kurrajong North Public School, Kurrajong Hills, NSW",,Primary,18.77551079,1,above,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,,,,,,,,,report ICSEA,4 (highest income),,,10560,"2,115.408691"
Kurrajong Public School,2014,28,Kurrajong,9336,2.4,NSW,Primary,31,2128577,29,Government,33645,1053,13.3,Metropolitan,235,13,"Kurrajong Public School, Kurrajong, NSW",,Primary,17.66917229,1,above,441,419,455,441,413,522,464,515,541,513,,,,,,,,,,,3,0,0,5,5,2169,2555,,,2169,2555,,,report ICSEA,1 (lowest income),4,21690,10530,"2,109.56543"
Kurrambee School,2014,,Werrington,44301,20.3,NSW,Special,,4784507,,Government,12325996,,22.2,Metropolitan,109,,"Kurrambee School, Werrington, NSW",,Special,4.909909725,1,above,,,,,,,,,,,,,,,,,,,,,3,5,5,5,5,,,,,,,,,no ICSEA,4 (highest income),,,,
Kurri Kurri High School,2014,27,Kurri Kurri,13615,12.5,NSW,Secondary,10,11047113,2,Government,189072,916,62.2,Metropolitan,816,60,"Kurri Kurri High School, Kurri Kurri, NSW",,Secondary,13.11897087,0,below,,,,,,,,,,,508,473,518,504,505,540,487,550,535,543,3,5,5,0,0,,,2508,2655,,,2508,2655,report ICSEA,3,,,9160,"1,842.715576"
Kurri Kurri Public School,2014,26,Kurri Kurri,11058,7.1,NSW,Primary,10,7010615,2,Government,156150,905,38.9,Metropolitan,660,62,"Kurri Kurri Public School, Kurri Kurri, NSW",,Primary,16.96658134,0,below,374,367,365,366,361,447,433,467,454,445,,,,,,,,,,,3,0,0,5,5,1833,2246,,,1833,2246,,,report ICSEA,2,4,18330,9050,"1,821.289673"
Kurunjang Primary School,2014,29,Melton,9470,12.1,VIC,Primary,12,3910956,3,Government,29650,943,25.2,Metropolitan,420,56,"Kurunjang Primary School, Melton, VIC",,Primary,16.66666603,0,below,364,359,357,351,368,463,430,447,466,456,,,,,,,,,,,3,0,0,5,5,1799,2262,,,1799,2262,,,report ICSEA,1 (lowest income),4,17990,9430,"1,895.306396"
Kurunjang Secondary College,2014,32,Melton,13064,21.4,VIC,Secondary,12,9732921,2,Government,393676,945,60.2,Metropolitan,708,54,"Kurunjang Secondary College, Melton, VIC",11.76079734,Secondary,11.7607975,0,below,,,,,,,,,,,525,483,528,515,518,556,524,555,537,538,3,5,5,0,0,,,2569,2710,,,2569,2710,report ICSEA,3,,,9450,"1,899.202026"
Kururrungku Catholic Education Centre,2014,6,Halls Creek,30058,8.6,WA,Combined,1,1983828,0,Non-government,15798,630,6,Very Remote,83,93,"Kururrungku Catholic Education Centre, Halls Creek, WA",,Combined,13.83333302,0,below,,,,,,340,168,299,255,331,384,269,437,398,454,,,,,,3,5,0,0,5,,1393,1942,,,1393,1942,,report ICSEA,4 (highest income),,,6300,"1,285.642334"
Kurwongbah State School,2014,34,Petrie,9227,19.6,QLD,Primary,32,8845407,17,Government,237892,1024,58.7,Metropolitan,988,17,"Kurwongbah State School, Petrie, QLD",,Primary,16.83134651,0,above,410,387,396,417,403,507,455,496,512,487,544,499,543,536,545,,,,,,3,0,0,0,5,2013,2457,2667,,2013,2457,2667,,report ICSEA,1 (lowest income),4,20130,10240,"2,053.078857"
Kuyper Christian School,2014,23,North Richmond,11419,4.9,NSW,Combined,34,1530196,34,Non-government,23916,1070,7.6,Metropolitan,115,10,"Kuyper Christian School, North Richmond, NSW",,Combined,15.1315794,1,above,467,375,382,421,401,500,434,440,468,469,533,508,519,515,541,606,548,595,610,595,3,0,0,0,0,2046,2311,2616,2954,2046,2311,2616,2954,report ICSEA,2,4,20460,10700,"2,142.677979"
Kwinana Christian School,2014,31,Calista,13518,3.3,WA,Primary,24,1135499,5,Non-government,305,975,7.2,Metropolitan,82,41,"Kwinana Christian School, Calista, WA",,Primary,11.38888931,0,below,303,287,334,313,300,438,317,441,394,438,,,,,,,,,,,3,0,0,5,5,1537,2028,,,1537,2028,,,report ICSEA,3,4,15370,9750,"1,957.63623"
Kyabram P-12 College,2014,31,Kyabram,10659,18.1,VIC,Combined,18,11180931,6,Government,189952,961,69.5,Provincial,1025,45,"Kyabram P-12 College, Kyabram, VIC",,Combined,14.74820137,0,below,387,385,375,401,376,491,455,480,470,462,532,497,524,505,527,552,483,540,532,553,3,0,0,0,0,1924,2358,2585,2660,1924,2358,2585,2660,report ICSEA,2,4,19240,9610,"1,930.366943"
Kyeemagh Infants School,2014,,Rockdale,15886,1.4,NSW,Primary,,667226,,Government,14862,,4.1,Metropolitan,54,,"Kyeemagh Infants School, Rockdale, NSW",,Primary,13.17073154,1,above,,,,,,,,,,,,,,,,,,,,,3,5,5,5,5,,,,,,,,,no ICSEA,3,,,,
Kyilla Primary School,2014,12,North Perth,12706,7.8,WA,Primary,26,3199161,59,Government,102411,1130,15.8,Metropolitan,280,3,"Kyilla Primary School, North Perth, WA",,Primary,17.72151947,1,above,447,405,413,431,423,518,503,524,518,524,587,560,582,576,609,,,,,,3,0,0,0,5,2119,2587,2914,,2119,2587,2914,,report ICSEA,3,4,21190,11300,"2,259.546631"
Kyneton Primary School,2014,31,Kyneton,8731,4.8,VIC,Primary,25,2496966,16,Government,9941,1005,16.9,Provincial,289,28,"Kyneton Primary School, Kyneton, VIC",,Primary,17.10059166,0,below,441,392,376,409,423,481,454,460,473,496,,,,,,,,,,,3,0,0,5,5,2041,2364,,,2041,2364,,,report ICSEA,1 (lowest income),4,20410,10050,"2,016.070557"
Kyneton Secondary College,2014,33,Kyneton,13100,17.1,VIC,Secondary,18,7519638,7,Government,392648,972,42.4,Provincial,532,43,"Kyneton Secondary College, Kyneton, VIC",,Secondary,12.54716969,0,below,,,,,,,,,,,543,490,534,528,531,562,519,543,550,555,3,5,5,0,0,,,2626,2729,,,2626,2729,report ICSEA,3,,,9720,"1,951.792847"
Kyogle High School,2014,29,Kyogle,17682,7.4,NSW,Secondary,14,6803886,7,Government,1270987,946,36.4,Provincial,380,50,"Kyogle High School, Kyogle, NSW",,Secondary,10.43956089,0,below,,,,,,,,,,,531,478,514,515,511,565,477,563,550,564,3,5,5,0,0,,,2549,2719,,,2549,2719,report ICSEA,4 (highest income),,,9460,"1,901.14978"
Kyogle Public School,2014,27,Kyogle,10472,3,NSW,Primary,17,3183605,7,Government,125011,934,18.7,Provincial,314,49,"Kyogle Public School, Kyogle, NSW",,Primary,16.79144478,0,below,376,354,349,353,361,450,430,429,452,445,,,,,,,,,,,3,0,0,5,5,1793,2206,,,1793,2206,,,report ICSEA,2,4,17930,9340,"1,877.776123"
LAKELANDS PRIMARY SCHOOL,2014,,Lakelands,,6.5,WA,Primary,,,,Government,,,8,Provincial,142,,"LAKELANDS PRIMARY SCHOOL, Lakelands, WA",,Primary,17.75,1,above,,,,,,,,,,,,,,,,,,,,,3,5,5,5,5,,,,,,,,,no ICSEA,,,,,
LCCHS - Royal Brisbane and ACT for Kids Campus,2014,,Herston,,6.6,QLD,Special,,2053145,,Government,15298,,12.8,Metropolitan,,,"LCCHS - Royal Brisbane and ACT for Kids Campus, Herston, QLD",,Special,,1,above,,,,,,,,,,,,,,,,,,,,,3,5,5,5,5,,,,,,,,,no ICSEA,,,,,
La Grange Remote Community School,2014,10,Broome,32001,13.2,WA,Combined,2,5525238,1,Government,98395,652,21.3,Very Remote,193,87,"La Grange Remote Community School, Broome, WA",,Combined,9.061033249,0,below,143,270,254,267,269,332,379,390,336,344,422,333,406,408,438,450,394,471,476,501,3,0,0,0,0,1203,1781,2007,2292,1203,1781,2007,2292,report ICSEA,4 (highest income),4,12030,6520,"1,328.494141"
La Perouse Public School,2014,15,La Perouse,23462,1.9,NSW,Primary,11,1173119,7,Government,41002,767,3.8,Metropolitan,43,66,"La Perouse Public School, La Perouse, NSW",,Primary,11.31578922,0,below,356,344,353,384,338,450,429,421,401,440,,,,,,,,,,,3,0,0,5,5,1775,2141,,,1775,2141,,,report ICSEA,4 (highest income),4,17750,7670,"1,552.492065"
La Salle Academy,2014,,Lithgow,15962,10.1,NSW,Secondary,,5618774,,Non-government,1076614,,32,Provincial,334,,"La Salle Academy, Lithgow, NSW",,Secondary,10.4375,1,above,,,,,,,,,,,546,519,534,541,540,582,558,577,568,577,3,5,5,0,0,,,2680,2862,,,2680,2862,no ICSEA,3,,,,
La Salle Catholic College,2014,31,Bankstown,15753,12.2,NSW,Secondary,26,7971204,13,Non-government,3210658,1002,52.8,Metropolitan,509,30,"La Salle Catholic College, Bankstown, NSW",,Secondary,9.640151978,0,below,,,,,,,,,,,523,490,538,515,541,572,540,591,567,590,3,5,5,0,0,,,2607,2860,,,2607,2860,report ICSEA,3,,,10020,"2,010.227173"
La Salle College,2014,34,Middle Swan,13533,65.8,WA,Combined,30,19108827,16,Non-government,4917600,1013,106.1,Metropolitan,1410,20,"La Salle College, Middle Swan, WA",,Combined,13.28934956,0,above,,,,,,,,,,,538,497,545,531,541,573,551,572,567,576,3,5,5,0,0,,,2652,2839,,,2652,2839,report ICSEA,3,,,10130,"2,031.652954"
Labertouche Primary School,2014,33,Labertouche,18164,0.3,VIC,Primary,25,308793,5,Government,591,976,2,Provincial,15,36,"Labertouche Primary School, Labertouche, VIC",,Primary,7.5,0,below,,,,,,,,,,,,,,,,,,,,,3,5,5,5,5,,,,,,,,,report ICSEA,4 (highest income),,,9760,"1,959.584106"
Labrador State School,2014,32,Labrador,10462,22.2,QLD,Primary,26,9530563,13,Government,212521,991,62.1,Metropolitan,937,29,"Labrador State School, Labrador, QLD",,Primary,15.08856678,0,below,399,386,406,418,380,489,455,501,482,469,543,484,542,532,548,,,,,,3,0,0,0,5,1989,2396,2649,,1989,2396,2649,,report ICSEA,2,4,19890,9910,"1,988.80127"
Laburnum Primary School,2014,10,Blackburn,8271,7.6,VIC,Primary,27,6608662,62,Government,66884,1141,46.6,Metropolitan,781,2,"Laburnum Primary School, Blackburn, VIC",,Primary,16.75965691,1,above,473,439,461,501,454,558,513,528,560,532,,,,,,,,,,,3,0,0,5,5,2328,2691,,,2328,2691,,,report ICSEA,1 (lowest income),4,23280,11410,"2,280.972412"
Lady Cilento Children's Hospital School,2014,,South Brisbane,,5.5,QLD,Special,,1648678,,Government,15320,,10.4,Metropolitan,,,"Lady Cilento Children's Hospital School, South Brisbane, QLD",,Special,,1,above,,,,,,,,,,,,,,,,,,,,,3,5,5,5,5,,,,,,,,,no ICSEA,,,,,
Ladysmith Public School,2014,36,Ladysmith,14486,0.9,NSW,Primary,20,550481,9,Government,7433,984,2.5,Provincial,42,35,"Ladysmith Public School, Ladysmith, NSW",,Primary,16.79999924,0,below,,,,,,,,,,,,,,,,,,,,,3,5,5,5,5,,,,,,,,,report ICSEA,3,,,9840,"1,975.166504"
Laggan Public School,2014,39,Laggan,20409,0.9,NSW,Primary,33,449001,5,Government,13009,1007,2.4,Provincial,31,23,"Laggan Public School, Laggan, NSW",,Primary,12.91666698,0,above,,,,,,,,,,,,,,,,,,,,,3,5,5,5,5,,,,,,,,,report ICSEA,4 (highest income),,,10070,"2,019.966187"
Laguna Public School,2014,24,Laguna,10737,1.4,NSW,Primary,34,547607,31,Government,6921,1055,3.6,Metropolitan,55,10,"Laguna Public School, Laguna, NSW",,Primary,15.27777767,1,above,463,435,435,458,506,,,,,,,,,,,,,,,,3,0,5,5,5,2297,,,,2297,,,,report ICSEA,2,4,22970,10550,"2,113.460938"
Laguna Street Public School,2014,19,Caringbah,8925,3.1,NSW,Primary,35,3623677,40,Government,125268,1090,21.7,Metropolitan,428,7,"Laguna Street Public School, Caringbah, NSW",,Primary,19.72350311,1,above,442,433,453,463,430,520,485,526,521,510,,,,,,,,,,,3,0,0,5,5,2221,2562,,,2221,2562,,,report ICSEA,1 (lowest income),4,22210,10900,"2,181.634277"
Laharum Primary School,2014,48,Laharum,11668,1.1,VIC,Primary,31,443370,6,Government,1321,1002,2.8,Provincial,35,14,"Laharum Primary School, Laharum, VIC",,Primary,12.5,0,below,404,344,350,404,418,463,438,460,464,456,,,,,,,,,,,3,0,0,5,5,1920,2281,,,1920,2281,,,report ICSEA,2,4,19200,10020,"2,010.227173"
Laidley District State School,2014,27,Laidley,11514,14.1,QLD,Primary,12,5452114,3,Government,65099,912,32.4,Provincial,466,59,"Laidley District State School, Laidley, QLD",,Primary,14.38271618,0,below,351,354,352,337,348,435,423,434,443,414,509,464,506,497,497,,,,,,3,0,0,0,5,1742,2149,2473,,1742,2149,2473,,report ICSEA,2,4,17420,9120,"1,834.924316"
Laidley State High School,2014,28,Laidley,13386,20.6,QLD,Secondary,14,8150453,3,Government,518863,927,54.1,Provincial,629,55,"Laidley State High School, Laidley, QLD",,Secondary,11.62661743,0,below,,,,,,,,,,,,,,,,545,509,561,539,549,3,5,5,5,0,,,,2703,,,,2703,report ICSEA,3,,,9270,"1,864.141479"
Lajamanu School,2014,2,Lajamanu,20272,7,NT,Combined,0,4155784,0,Government,6225,558,17,Very Remote,196,98,"Lajamanu School, Lajamanu, NT",,Combined,11.52941132,0,below,203,171,217,170,282,307,178,353,257,338,388,246,381,317,378,326,214,381,367,,3,0,0,0,1,1043,1433,1710,1288,1043,1433,1710,,report ICSEA,4 (highest income),4,10430,5580,"1,145.400146"
Lake Albert Public School,2014,29,Lake Albert,9850,4.2,NSW,Primary,27,4580179,17,Government,144109,1005,25.3,Provincial,495,27,"Lake Albert Public School, Lake Albert, NSW",,Primary,19.56521797,0,below,406,380,435,405,396,475,417,488,482,470,,,,,,,,,,,3,0,0,5,5,2022,2332,,,2022,2332,,,report ICSEA,1 (lowest income),4,20220,10050,"2,016.070557"
Lake Boga Primary School,2014,33,Lake Boga,9941,1.1,VIC,Primary,24,765473,8,Government,12842,976,4.6,Provincial,73,36,"Lake Boga Primary School, Lake Boga, VIC",,Primary,15.86956501,0,below,405,386,364,394,393,488,452,459,461,464,,,,,,,,,,,3,0,0,5,5,1942,2324,,,1942,2324,,,report ICSEA,1 (lowest income),4,19420,9760,"1,959.584106"
Lake Bolac College,2014,29,Lake Bolac,20482,3.2,VIC,Combined,27,2293940,6,Government,48413,976,13.4,Provincial,78,38,"Lake Bolac College, Lake Bolac, VIC",,Combined,5.820895672,0,below,447,368,346,418,424,442,456,482,461,462,,,,,,548,509,538,519,547,3,0,0,5,0,2003,2303,,2661,2003,2303,,2661,report ICSEA,4 (highest income),4,20030,9760,"1,959.584106"
Lake Cargelligo Central School,2014,22,Lake Cargelligo,20818,7.6,NSW,Combined,15,5017126,5,Government,97777,858,26.6,Remote,253,57,"Lake Cargelligo Central School, Lake Cargelligo, NSW",,Combined,9.511278152,0,below,347,344,334,368,332,431,427,436,430,438,488,449,467,473,465,523,455,514,498,532,3,0,0,0,0,1725,2162,2342,2522,1725,2162,2342,2522,report ICSEA,4 (highest income),4,17250,8580,"1,729.742676"
Lake Charm Primary School,2014,28,Lake Charm,16465,0.6,VIC,Primary,28,378690,4,Government,2046,957,1.8,Provincial,16,41,"Lake Charm Primary School, Lake Charm, VIC",,Primary,8.888889313,0,below,,,,,,,,,,,,,,,,,,,,,3,5,5,5,5,,,,,,,,,report ICSEA,3,,,9570,"1,922.575684"
